title	topic	code
"#DanielCraig's #NoTimeToDie continues to rule #Hollywood box office 

https://t.co/ybwoRoV0h9"	A	P
"Aston Martin V8 Vantage

Tune in to our walk around design review on the #AstonMartin SP10 V8 #Vantage at Klaas &amp; T… https://t.co/858YdR84oG"	O	-
damn that ending was so harsh #NoTimeToDie	R	N
i am looking RESPECTFULLY at james in the fishing boat scene 👀👀 #NoTimeToDie	R	P
#WowzaWednesday is back - exclusive to Nu Metro (select cinemas)! #TOMORROW is the day when we slash our movie tick… https://t.co/krx6NftR5a	O	-
Just watched #NoTimeToDie and imma be full honest. I have never ever seen any other #jamesbond movie in my life. Th… https://t.co/5SrTyLJtr3	R	P
"@FCBarcelona No Time To Be Eliminated 🔵🤙🏽🔴

#NoTimeToDie"	O	-
"FC Barcelone vs Benfica, notre match de survie en Ligue des champions...
""No Time To Be Eliminated"" 😎

#NoTimeToDie #UCL #FCBBEN"	O	-
"THE WEEKEND'S BOX OFFICE GROSSES: 

1 - #Ghostbusters: Afterlife - £4.3m
2 - #Eternals - £1.2m
3 - #NoTimeToDie - £… https://t.co/OkiIHYerzH"	B	P
"THE TOP 5 FILMS IN THE UK &amp; IRELAND THIS WEEKEND: 
1 - #Ghostbusters: Afterlife 
2 - #Eternals
3 - #NoTimeToDie 
4… https://t.co/4tTDIGHVRK"	B	P
"MONDAY'S TOP 5 FILMS FOR THE UK &amp; IRELAND:

1 - #Ghostbusters: Afterlife  
2 - #Eternals
3 - #NoTimeToDie 
4 - #Dune 
5 - #KingRichard"	B	P
Ridley Scott's #TheLastDuel is trending but not for the right reasons. Unfortunately it was released same time as… https://t.co/1m7nCuAKYX	O	N
"ICYMI: 

'Ghostbusters: Afterlife' tops UK-Ireland box office on opening

#Dune sets Denis Villeneuve record… https://t.co/8dkwgULz7H"	B	-
"Those still yet to see #NoTimeToDie 

Highly recommend re-visiting the Daniel Craig entries in order to fully captu… https://t.co/t5HQtXG6Xe"	R	P
"@JamesBondde There are two more 😂.

If I have to rank below Daniel Kleinman/Maurice Binder/MK12 templates (inside o… https://t.co/ReFzzWDJb7"	C	-
"@BondWrong Ahh, I always knew that's the scene Madeleine was talking about in SPECTRE! #JamesBond #NoTimeToDie 😉"	R	-
"No time to waste! You've got one last chance to win a piece of the #NoTimeToDie film set. To enter, share your best… https://t.co/ya0O00YVzT"	O	-
Our interview with brilliant #JamesBond stunt driver Mark Higgins (@Mhigginsrally) is now on Youtube. It was record… https://t.co/lolLrn0j25	F	P
😎it's almost as if they couldn't decide themselves... ;) wow that's really hard... 😁 each one is special!… https://t.co/XqseTv2dOu	C	P
"Has #notimetodie left you craving more #jamesbond action? We've got you covered! 

From the original books, to an I… https://t.co/MpX3hXFwNj"	R	P
I love a drive in the country #NoTimeToDie https://t.co/IFs2TpVXkc	O	P
"James, Do Something please.
#NoTimeToDie https://t.co/YBwC6Equob"	R	-
No Time To Die / Scarlett Kirwan https://t.co/PKpSjfSxIH #NewMusic #music #NewSingle @007 @JB007_news @billieeilish… https://t.co/wGsKfnvbIV	O	P
#NoTimeToDie - Good one... Might not be a perfect farewell for Craig bond movies nevertheless a good watch 🔥	R	P
＊＊＊ Many thanks to all our Supporting Artists who worked on #NoTimeToDie ＊＊＊   - Next James Bond: Idris Elba 'in ta… https://t.co/vJphbuWIHj	R	P
"We work closely with Spirit Yachts to deliver the highest quality finish, including the Spirit 54 shown in Casino R… https://t.co/ECyPQGIa53"	O	-
"Variety: MGM clearly isn’t conceding that #NoTimetoDie is a financial disappointment, but their contention is dispu… https://t.co/D5DJboUThH"	O	N
"The Living Daylights (1987)

Dir: John Glen
Rls: MGM Studios (@mgmstudios)
Fmt: Blu-ray

📽️🎬 025 👀… https://t.co/PxTu8q68C5"	O	-
#JamesBond #NoTimeToDie Spoilers: https://t.co/zIFi5XhSXv	O	-
"Via @Variety

Covid-Era Conundrum: ‘#NoTimetoDie’ May Be the Year’s Highest-Grossing Hollywood Movie, But It Could… https://t.co/Tj2UzCwqPG"	B	-
"Stressed Out with today's volatility, not in market, but in my tradebook. Time to take a power nap. And after that gonna watch #NoTimeToDie"	O	-
"No time to waste! You've got one last chance to win a piece of the #NoTimeToDie film set. To enter, share your best… https://t.co/A65JKLl6uQ"	F	-
"@wanna_be_bond As said at the very end of #NoTimeToDie, ""James Bond will return"". It could have been ""@007 will ret… https://t.co/M9Yk7Qoz7A"	R	-
"Who brought out the human part of James Bond between these two???

Slide 1: Madeline
Slide 2: Paloma

#NoTimeToDie https://t.co/4hoQUUZMvN"	R	P
"NO TIME TO DIE 
$579.4M International Total
$733.9M Global Cume
(*Crosses F9 to Become Highest-Earning MPA Title at… https://t.co/E7UrLv0Pgy"	B	-
With #NoTimeToDie hitting VOD in the UK now what better time to hear what we thought in our spoiler special! Where… https://t.co/WV03gfKa5v	O	-
"Just watched the new James Bond movie and ""No Time to Die"" is Daniel Craig's exit from the James Bond franchise . E… https://t.co/FYXZCGtm0L"	R	-
"No time to waste! You've got one last chance to win a piece of the #NoTimeToDie film set. To enter, share your best… https://t.co/nllGtQA5op"	F	-
"No time to waste! You've got one last chance to win a piece of the #NoTimeToDie film set. To enter, share your best… https://t.co/Go9iACmO8T"	F	-
Which tracks from the soundtrack for #NoTimeToDie by #HansZimmer  and Steve Mazzaro are your favourites?… https://t.co/FfpIUtNvkS	R	-
"MGM clearly isn’t conceding that #NoTimetoDie is a financial disappointment, but their contention is disputed by ot… https://t.co/2r67Gdw3Sx"	B	N
No.1 Hollywood hit film #NoTimeToDie to lose $100 million on theatrical release #Bond25 #ノータイムトゥダイ #JamesBond https://t.co/HOA7I6mAhK	B	P
"History isn’t kind to those who play God.

#NoTimeToDie"	R	N
"Life is all about leaving something behind.

#NoTimeToDie"	R	-
"The color palette of this movie was eye pleasing. 

#NoTimeToDie https://t.co/jC2wONJZkd"	R	P
"No time to waste! You've got one last chance to win a piece of the #NoTimeToDie film set. To enter, share your best… https://t.co/Ww0Cklq3UC"	F	-
Even while on the road I still have time to get new sneakers. #adidas #ultraboost #007 #notimetodie… https://t.co/3FwNgI7ZZd	O	P
"Really loved #NoTimeToDie but to be honest, the least believable thing was that James Bond would have a Nokia phone 🤔"	R	P
"'James, it's a good life. This one... The best.'

Goodness, what a whole lot of movie. I adored #NoTimeToDie, it na… https://t.co/zZo9h9nsw4"	R	P
"The surprise &amp; unexpected performer this year at box office is #NoTimeToDie ee. Weak prequel, production issues &amp; p… https://t.co/BwIbOZQSwR"	R	P
"Just watched @007 #NoTimeToDie and I was blown away by it! Well done to all for the ride, it’s been an amazing journey Daniel"	R	P
"‘No Time to Die’ May Be the Year’s Highest-Grossing Hollywood Movie.
#JamesBond #NoTimeToDie #Hollywood… https://t.co/g1xRBLTr8q"	B	P
"Showing today at Kino #rye #cinema
#Spencer 12.30
Mothering Sunday 13:15 | 18.20
#NoTimeToDie 14:55
#KingRichard 15… https://t.co/8EhuXCLaot"	O	-
"It was a dream come true to be involved in a James Bond movie, however small! On demand NOW!
#NoTimeToDie https://t.co/bK6vZMQ35j"	R	P
"#NoTimeToDie Dethrones #F9 to Become Highest Grossing Pandemic Era Movie 

HIGHEST Grossing Hollywood Movie WW Post… https://t.co/HF7mR89DBW"	B	P
"Audiences ain’t afraid of no nostalgia bait, King Richard hits the net, and Other News, in our weekly BOX OFFICE RE… https://t.co/7dfqc6uj8j"	R	-
"11706 The Casino 
custom Lego James Bond set! 
Based on the events of Casino Royale
#NoTimeToDie #JamesBond #LEGO… https://t.co/SpKTQzFjy1"	O	-
"#NoTimeToDie - caught up with it finally.
Really good. Probably the best cinematography, colour grading/correction… https://t.co/Xid3S65exu"	R	P
"No NO TIME TO DIE Best Score nod for Hans Zimmer at the Grammys?! The DUNE score is okay, but also 3 hours of indus… https://t.co/i8Wz0Xh3GQ"	R	P
"For those not in the know, this is a chase sequence from #NoTimeToDie but re-scored with the #disco-era soundtrack… https://t.co/xhcC3kfBVU"	R	-
The World Is Not Enough - Down the Bunker by David Arnold #NoTimeToDie https://t.co/DnsbxidtTZ	O	-
Wll no-one prepared me for THAT. #NoTimeToDie https://t.co/ZW2VJmOYUR	R	P
SEEING #NoTimeToDie RN https://t.co/7mXfsViv4B	R	P
"I personally was a big fan of Daniel Craig style is #NoTimeToDie 

He might be the best dressed #JamesBond 🍸🇬🇧🔥🔥🔥 https://t.co/b1GeIs7e0S"	A	P
I’m not shocked that #NoTimeToDie got nominated. It is a gorgeous song.	R	P
"#NoTimeToDie is officially the highest-grossing movie of the pandemic era 😎

...but it might still lose the studio… https://t.co/N85vIK154u"	B	P
Bill Conti does #NoTimeToDie 🐮🔔 https://t.co/BVfmqcHAP6	A	-
"It will end its global theatrical run with 750M+ in spite of the pandemic and an older target audience, still wary… https://t.co/Que9oFjRCb"	B	P
"Apropos of little, the most cringe-worthy bits of #notimetodie were EITHER the way that Billie Eilish pronouces ‘st… https://t.co/frzLJ1hDlZ"	R	N
"‘Shang-Chi’ Scores on PVOD, but That’s Both a Win and a Problem for Disney: Two post-summer hits battle for #1 as i… https://t.co/qmrk1truvs"	O	-
"@mikepompeo “Free world must change China or ‘China will change us’”-Mike Pompeo 🇺🇸🦅🗽

#GoMike
#GoArmy
#NoTimeToDie"	O	-
"Daniel’s piercing blue eyes in the DB5. ❤️

#NoTimeToDie #JamesBond https://t.co/ti1AbU6XtV https://t.co/jgtLmMXwmF"	O	-
"Man, that #NoTimetoDie is something special, huh? Truly the end of an era, and a worthy cap to Craig's 15-year run… https://t.co/gYxsHQcfCz"	R	P
I love the way Bond dresses in Goldfinger. Yes. Even the little blue jumpsuit 😏 But I think Spectre and… https://t.co/rPPbvCYymJ	R	P
📷 007 #NoTimeToDie (at Lenox Mall) https://t.co/YdOUERcJji https://t.co/RIiDIjQVZc	O	-
007 #NoTimeToDie @ Lenox Mall https://t.co/7tpN0N43IS	O	-
What are your favourite visual moments in #NoTimeToDie? Share them below. https://t.co/3WhGvMQlQR	R	-
#NoTimeToDie was everything I hoped it would be to conclude the Daniel Craig saga. 10/10	R	P
"@007 So they're going to change it all up come next series. Sad about Felix. 

""I'm not going to make it."" 😭😭😭
I've… https://t.co/yKZviqrDLE"	R	-
